Transaction_ID,Timestamp,From_Bank,From_Account,To_Bank,To_Account,Amount_Paid,Currency
TXN_01440,2026-01-06 12:43:00,Bank_C,ACC_0993,Offshore_Bank_X,ACC_0745,2153.04,USD
TXN_01441,2026-01-29 04:00:00,Bank_A,ACC_0055,Offshore_Bank_X,ACC_0319,1796.35,USD
TXN_01442,2026-01-13 10:13:00,Bank_A,ACC_0622,Bank_C,ACC_0950,3494.9,USD
TXN_01443,2026-01-16 09:19:00,Bank_A,ACC_0251,Offshore_Bank_X,ACC_0273,1040.57,USD
TXN_01444,2026-01-28 17:15:00,Bank_B,ACC_0424,Bank_A,ACC_0010,4614.63,USD
TXN_01445,2026-01-21 01:23:00,Bank_A,ACC_0555,Bank_B,ACC_0885,3788.04,USD
TXN_01446,2026-01-10 04:50:00,Bank_C,ACC_0981,Bank_D,ACC_0239,1991.42,USD
TXN_01447,2026-01-01 19:46:00,Bank_C,ACC_0509,Bank_D,ACC_0316,4625.82,USD
TXN_01448,2026-01-12 05:22:00,Offshore_Bank_X,ACC_0936,Offshore_Bank_X,ACC_0632,3146.2,USD
TXN_01449,2026-01-01 13:06:00,Bank_A,ACC_0012,Bank_C,ACC_0142,509.26,USD
TXN_01450,2026-01-24 05:19:00,Bank_B,ACC_7777,Bank_A,ACC_0461,9100.91,USD
TXN_01451,2026-01-08 00:30:00,Bank_B,ACC_0769,Bank_C,ACC_7777,4573.62,USD
TXN_01452,2026-01-10 16:52:00,Bank_C,ACC_0447,Bank_B,ACC_0008,1524.27,USD
TXN_01453,2026-01-10 10:58:00,Offshore_Bank_X,ACC_0069,Offshore_Bank_X,ACC_0768,490.8,USD
TXN_01454,2026-01-29 08:44:00,Bank_D,ACC_0777,Bank_B,ACC_0233,3560.45,USD
TXN_01455,2026-01-12 10:18:00,Bank_D,ACC_0478,Bank_B,ACC_0033,4592.9,USD
TXN_01456,2026-01-31 13:10:00,Bank_C,ACC_0066,Bank_A,ACC_0933,2815.33,USD
TXN_01457,2026-01-07 07:02:00,Bank_C,ACC_0483,Offshore_Bank_X,ACC_0655,3956.97,USD
TXN_01458,2026-01-14 17:05:00,Bank_D,ACC_0307,Offshore_Bank_X,ACC_0072,1300.61,USD
TXN_01459,2026-01-27 22:33:00,Bank_A,ACC_0251,Offshore_Bank_X,ACC_0018,2283.91,USD
TXN_01460,2026-01-01 15:56:00,Bank_D,ACC_0114,Bank_A,ACC_0968,9158.52,USD
TXN_01461,2026-01-02 04:42:00,Bank_B,ACC_0468,Bank_B,ACC_0369,2373.87,USD
TXN_01462,2026-01-14 17:32:00,Bank_D,ACC_0468,Bank_A,ACC_0967,323.08,USD
TXN_01463,2026-01-11 09:56:00,Bank_C,ACC_0336,Bank_D,ACC_0004,2725.9,USD
TXN_01464,2026-01-07 11:24:00,Offshore_Bank_X,ACC_0938,Offshore_Bank_X,ACC_0213,4554.58,USD
TXN_01465,2026-01-11 07:14:00,Bank_C,ACC_0580,Bank_B,ACC_0707,684.28,USD
TXN_01466,2026-01-01 14:54:00,Bank_C,ACC_0913,Bank_D,ACC_0574,3244.82,USD
TXN_01467,2026-01-10 15:32:00,Offshore_Bank_X,ACC_0315,Bank_A,ACC_0645,746.29,USD
TXN_01468,2026-01-17 03:52:00,Offshore_Bank_X,ACC_0194,Bank_A,ACC_0713,3914.95,USD
TXN_01469,2026-01-16 23:58:00,Bank_D,ACC_0087,Bank_D,ACC_0445,969.73,USD
TXN_01470,2026-01-31 12:50:00,Bank_D,ACC_0188,Bank_C,ACC_0119,3107.56,USD
TXN_01471,2026-01-17 05:30:00,Offshore_Bank_X,ACC_0217,Bank_B,ACC_0639,2085.83,USD
TXN_01472,2026-01-14 11:12:00,Bank_A,ACC_0047,Bank_B,ACC_0231,2149.17,USD
TXN_01473,2026-01-20 16:54:00,Bank_C,ACC_0353,Bank_D,ACC_0952,3413.07,USD
TXN_01474,2026-01-18 02:20:00,Offshore_Bank_X,ACC_0548,Bank_C,ACC_0023,3517.73,USD
TXN_01475,2026-01-27 10:07:00,Offshore_Bank_X,ACC_8888,Bank_C,ACC_0755,9395.98,USD
TXN_01476,2026-01-19 05:36:00,Bank_B,ACC_0374,Bank_C,ACC_0483,2984.05,USD
TXN_01477,2026-01-24 21:39:00,Bank_A,ACC_0690,Bank_A,ACC_0984,2145.69,USD
TXN_01478,2026-01-10 20:31:00,Bank_D,ACC_0351,Offshore_Bank_X,ACC_0376,4271.67,USD
TXN_01479,2026-01-15 06:12:00,Offshore_Bank_X,ACC_0171,Bank_A,ACC_0829,618.43,USD
TXN_01480,2026-01-11 21:14:00,Offshore_Bank_X,ACC_0701,Bank_C,ACC_0206,2636.42,USD
TXN_01481,2026-01-03 16:36:00,Bank_D,ACC_0271,Bank_D,ACC_0791,4543.13,USD
TXN_01482,2026-01-22 20:14:00,Offshore_Bank_X,ACC_0485,Bank_D,ACC_0795,3023.75,USD
TXN_01483,2026-01-22 21:57:00,Bank_A,ACC_0582,Bank_D,ACC_0167,3547.01,USD
TXN_01484,2026-01-20 04:15:00,Bank_C,ACC_0848,Bank_C,ACC_0798,1320.63,USD
TXN_01485,2026-01-21 09:57:00,Bank_D,ACC_0934,Bank_A,ACC_0894,843.41,USD
TXN_01486,2026-01-12 14:27:00,Offshore_Bank_X,ACC_0276,Bank_D,ACC_0800,3711.42,USD
TXN_01487,2026-01-03 03:46:00,Bank_D,ACC_0437,Bank_D,ACC_0924,1851.46,USD
TXN_01488,2026-01-08 18:17:00,Offshore_Bank_X,ACC_0785,Bank_D,ACC_0496,4334.39,USD
TXN_01489,2026-01-20 18:32:00,Bank_B,ACC_0252,Bank_C,ACC_0026,2489.71,USD
TXN_01490,2026-01-15 12:50:00,Bank_C,ACC_0960,Bank_D,ACC_0036,4666.26,USD
TXN_01491,2026-01-20 08:38:00,Bank_A,ACC_0518,Bank_B,ACC_0645,2900.75,USD
TXN_01492,2026-01-21 14:05:00,Bank_A,ACC_0164,Offshore_Bank_X,ACC_0033,3749.91,USD
TXN_01493,2026-01-28 21:02:00,Offshore_Bank_X,ACC_0651,Bank_D,ACC_0958,3668.3,USD
TXN_01494,2026-01-04 18:27:00,Bank_B,ACC_0943,Bank_D,ACC_0400,3335.94,USD
TXN_01495,2026-01-18 13:51:00,Bank_A,ACC_0956,Bank_B,ACC_0537,4019.24,USD
TXN_01496,2026-01-21 07:55:00,Offshore_Bank_X,ACC_0168,Bank_A,ACC_0987,1275.93,USD
TXN_01497,2026-01-21 22:03:00,Bank_B,ACC_0612,Bank_A,ACC_0163,4804.98,USD
TXN_01498,2026-01-24 11:56:00,Bank_D,ACC_0990,Bank_C,ACC_0031,3200.61,USD
TXN_01499,2026-01-23 23:11:00,Bank_A,ACC_0122,Bank_B,ACC_0042,568.81,USD
TXN_01500,2026-01-29 08:05:00,Bank_C,ACC_0774,Bank_C,ACC_0766,3986.25,USD
TXN_01501,2026-01-20 11:51:00,Bank_D,ACC_0118,Bank_D,ACC_0068,2110.33,USD
TXN_01502,2026-01-26 09:56:00,Bank_D,ACC_0683,Bank_D,ACC_0891,3028.83,USD
TXN_01503,2026-01-18 01:13:00,Offshore_Bank_X,ACC_0304,Bank_B,ACC_0934,2225.51,USD
TXN_01504,2026-01-14 11:47:00,Bank_A,ACC_0314,Offshore_Bank_X,ACC_0234,2095.21,USD
TXN_01505,2026-01-29 04:16:00,Bank_A,ACC_0914,Bank_B,ACC_0062,3691.3,USD
TXN_01506,2026-01-02 10:46:00,Offshore_Bank_X,ACC_0691,Bank_C,ACC_0099,4428.96,USD
TXN_01507,2026-01-03 20:02:00,Bank_B,ACC_0197,Bank_D,ACC_0501,705.18,USD
TXN_01508,2026-01-04 05:02:00,Offshore_Bank_X,ACC_0286,Bank_B,ACC_0268,3450.73,USD
TXN_01509,2026-01-31 22:17:00,Bank_A,ACC_0396,Bank_D,ACC_0313,4476.22,USD
TXN_01510,2026-01-28 04:11:00,Bank_C,ACC_0709,Bank_C,ACC_0783,4728.71,USD
TXN_01511,2026-01-11 21:08:00,Offshore_Bank_X,ACC_0138,Offshore_Bank_X,ACC_0176,1653.13,USD
TXN_01512,2026-01-05 01:05:00,Bank_B,ACC_0062,Bank_D,ACC_0060,4184.59,USD
TXN_01513,2026-01-05 07:45:00,Bank_C,ACC_0933,Bank_B,ACC_0478,3193.62,USD
TXN_01514,2026-01-03 18:28:00,Bank_C,ACC_0460,Bank_B,ACC_0129,2335.69,USD
TXN_01515,2026-01-01 02:13:00,Bank_A,ACC_0689,Bank_C,ACC_0945,3018.99,USD
TXN_01516,2026-01-03 08:15:00,Bank_A,ACC_0731,Bank_C,ACC_0959,698.55,USD
TXN_01517,2026-01-01 09:49:00,Bank_A,ACC_0315,Bank_A,ACC_0430,3504.66,USD
TXN_01518,2026-01-05 11:26:00,Bank_A,ACC_0873,Offshore_Bank_X,ACC_0326,2364.57,USD
TXN_01519,2026-01-02 02:09:00,Bank_C,ACC_0913,Bank_D,ACC_0748,2934.64,USD
TXN_01520,2026-01-29 03:50:00,Offshore_Bank_X,ACC_0589,Bank_C,ACC_0379,3203.14,USD
TXN_01521,2026-01-05 21:13:00,Bank_B,ACC_0919,Offshore_Bank_X,ACC_0545,3452.25,USD
TXN_01522,2026-01-03 00:14:00,Bank_A,ACC_0084,Offshore_Bank_X,ACC_0520,1385.36,USD
TXN_01523,2026-01-16 12:48:00,Bank_A,ACC_0157,Bank_C,ACC_0117,2831.41,USD
TXN_01524,2026-01-01 19:24:00,Offshore_Bank_X,ACC_0176,Bank_C,ACC_0313,3274.31,USD
TXN_01525,2026-01-18 03:49:00,Bank_C,ACC_0694,Offshore_Bank_X,ACC_0559,3554.34,USD
TXN_01526,2026-01-16 09:52:00,Bank_C,ACC_0511,Bank_D,ACC_0822,3963.74,USD
TXN_01527,2026-01-01 13:46:00,Bank_D,ACC_0109,Bank_C,ACC_0324,1915.88,USD
TXN_01528,2026-01-20 18:49:00,Offshore_Bank_X,ACC_0830,Offshore_Bank_X,ACC_0359,3176.64,USD
TXN_01529,2026-01-22 09:07:00,Bank_C,ACC_0392,Bank_C,ACC_0213,217.43,USD
TXN_01530,2026-01-08 02:02:00,Offshore_Bank_X,ACC_0915,Bank_C,ACC_0081,2886.23,USD
TXN_01531,2026-01-09 03:52:00,Bank_D,ACC_0566,Bank_A,ACC_0830,472.37,USD
TXN_01532,2026-01-04 08:16:00,Bank_C,ACC_0981,Bank_A,ACC_0357,1991.12,USD
TXN_01533,2026-01-26 04:11:00,Bank_A,ACC_0568,Bank_B,ACC_0285,52793.16,USD
TXN_01534,2026-01-28 08:13:00,Bank_B,ACC_0809,Bank_A,ACC_0083,854.51,USD
TXN_01535,2026-01-21 21:23:00,Offshore_Bank_X,ACC_0554,Offshore_Bank_X,ACC_0047,4592.36,USD
TXN_01536,2026-01-06 19:27:00,Bank_D,ACC_0389,Bank_C,ACC_0590,1731.89,USD
TXN_01537,2026-01-26 06:04:00,Bank_C,ACC_0312,Bank_B,ACC_0806,4204.9,USD
TXN_01538,2026-01-12 00:20:00,Bank_B,ACC_0781,Offshore_Bank_X,ACC_0444,4790.47,USD
TXN_01539,2026-01-17 01:35:00,Bank_B,ACC_0370,Bank_C,ACC_0814,1379.87,USD
TXN_01540,2026-01-07 10:47:00,Bank_A,ACC_0704,Bank_A,ACC_0688,4408.59,USD
TXN_01541,2026-01-17 00:11:00,Bank_B,ACC_0647,Bank_A,ACC_0854,156.32,USD
TXN_01542,2026-01-05 11:40:00,Bank_A,ACC_0638,Bank_D,ACC_0793,3358.49,USD
TXN_01543,2026-01-02 20:20:00,Bank_B,ACC_0042,Bank_A,ACC_0287,3911.12,USD
TXN_01544,2026-01-20 20:30:00,Bank_C,ACC_0295,Offshore_Bank_X,ACC_0907,3756.84,USD
TXN_01545,2026-01-08 20:41:00,Bank_C,ACC_0871,Bank_C,ACC_0206,4450.4,USD
TXN_01546,2026-01-12 02:17:00,Bank_D,ACC_0795,Bank_A,ACC_0882,4960.86,USD
TXN_01547,2026-01-31 00:59:00,Bank_D,ACC_0770,Bank_D,ACC_0373,3648.62,USD
TXN_01548,2026-01-24 00:45:00,Bank_C,ACC_0921,Bank_C,ACC_0854,1292.21,USD
TXN_01549,2026-01-27 00:11:00,Bank_B,ACC_0553,Bank_B,ACC_0801,2216.47,USD
TXN_01550,2026-01-01 08:29:00,Bank_A,ACC_0598,Bank_D,ACC_0488,1161.41,USD
TXN_01551,2026-01-25 21:07:00,Bank_C,ACC_0824,Offshore_Bank_X,ACC_0138,130.75,USD
TXN_01552,2026-01-02 18:52:00,Offshore_Bank_X,ACC_0802,Bank_A,ACC_0840,3761.55,USD
TXN_01553,2026-01-03 04:46:00,Offshore_Bank_X,ACC_0132,Bank_D,ACC_0607,1723.45,USD
TXN_01554,2026-01-11 23:11:00,Bank_D,ACC_0430,Bank_A,ACC_0319,3677.36,USD
TXN_01555,2026-01-10 02:57:00,Bank_B,ACC_0020,Offshore_Bank_X,ACC_0544,1635.58,USD
TXN_01556,2026-01-17 13:07:00,Offshore_Bank_X,ACC_0876,Bank_B,ACC_0001,2226.39,USD
TXN_01557,2026-01-25 07:21:00,Bank_A,ACC_0101,Bank_B,ACC_0831,4054.52,USD
TXN_01558,2026-01-17 11:28:00,Offshore_Bank_X,ACC_0191,Bank_C,ACC_0942,943.78,USD
TXN_01559,2026-01-20 22:53:00,Bank_B,ACC_0297,Bank_A,ACC_0613,1802.8,USD
TXN_01560,2026-01-12 18:43:00,Bank_B,ACC_0022,Offshore_Bank_X,ACC_0156,123.53,USD
TXN_01561,2026-01-31 23:02:00,Bank_C,ACC_0581,Bank_B,ACC_0130,3793.25,USD
TXN_01562,2026-01-02 21:56:00,Bank_C,ACC_0217,Bank_B,ACC_0539,392.62,USD
TXN_01563,2026-01-06 05:39:00,Bank_B,ACC_0797,Bank_D,ACC_0401,3932.89,USD
TXN_01564,2026-01-26 17:39:00,Bank_B,ACC_0497,Bank_B,ACC_0521,2463.41,USD
TXN_01565,2026-01-24 12:38:00,Bank_B,ACC_0950,Bank_D,ACC_0309,1374.96,USD
TXN_01566,2026-01-14 04:21:00,Bank_B,ACC_0793,Bank_B,ACC_0480,9302.46,USD
TXN_01567,2026-01-10 03:16:00,Bank_C,ACC_0118,Bank_B,ACC_0304,1502.51,USD
TXN_01568,2026-01-18 08:14:00,Offshore_Bank_X,ACC_0645,Bank_B,ACC_0329,4518.82,USD
TXN_01569,2026-01-28 23:20:00,Bank_B,ACC_0471,Bank_A,ACC_0063,9465.02,USD
TXN_01570,2026-01-14 19:35:00,Bank_C,ACC_0893,Bank_B,ACC_0998,9266.58,USD
TXN_01571,2026-01-31 15:39:00,Bank_D,ACC_0146,Bank_A,ACC_8888,2018.92,USD
TXN_01572,2026-01-30 01:31:00,Bank_A,ACC_0393,Bank_C,ACC_0351,3330.63,USD
TXN_01573,2026-01-12 13:52:00,Offshore_Bank_X,ACC_0785,Bank_A,ACC_0736,434.05,USD
TXN_01574,2026-01-03 13:53:00,Bank_D,ACC_0196,Bank_C,ACC_0431,9923.74,USD
TXN_01575,2026-01-20 06:48:00,Bank_D,ACC_0730,Bank_D,ACC_0712,3693.18,USD
TXN_01576,2026-01-08 12:04:00,Bank_D,ACC_0577,Bank_C,ACC_0877,4871.77,USD
TXN_01577,2026-01-17 19:11:00,Bank_B,ACC_0560,Bank_C,ACC_0031,3965.72,USD
TXN_01578,2026-01-31 22:55:00,Bank_C,ACC_0825,Bank_C,ACC_0233,4032.58,USD
TXN_01579,2026-01-09 04:38:00,Bank_A,ACC_0142,Bank_B,ACC_0082,3823.52,USD
TXN_01580,2026-01-04 14:57:00,Bank_A,ACC_0057,Bank_C,ACC_0064,4821.24,USD
TXN_01581,2026-01-10 18:06:00,Bank_D,ACC_0627,Bank_A,ACC_0382,3953.42,USD
TXN_01582,2026-01-23 03:12:00,Offshore_Bank_X,ACC_0823,Bank_B,ACC_0748,688.44,USD
TXN_01583,2026-01-15 00:44:00,Bank_C,ACC_0856,Bank_B,ACC_0684,1353.4,USD
TXN_01584,2026-01-18 12:33:00,Offshore_Bank_X,ACC_0144,Bank_C,ACC_0696,2245.23,USD
TXN_01585,2026-01-20 08:24:00,Offshore_Bank_X,ACC_0041,Offshore_Bank_X,ACC_0065,570.08,USD
TXN_01586,2026-01-15 09:02:00,Bank_D,ACC_0520,Bank_D,ACC_0336,4102.56,USD
TXN_01587,2026-01-24 01:27:00,Bank_B,ACC_0428,Offshore_Bank_X,ACC_0573,3728.64,USD
TXN_01588,2026-01-15 10:31:00,Bank_D,ACC_0566,Offshore_Bank_X,ACC_0670,728.81,USD
TXN_01589,2026-01-07 21:45:00,Bank_B,ACC_0748,Bank_C,ACC_0663,2602.08,USD
TXN_01590,2026-01-31 22:24:00,Offshore_Bank_X,ACC_0630,Bank_B,ACC_0760,298.5,USD
TXN_01591,2026-01-22 16:52:00,Bank_C,ACC_0248,Bank_A,ACC_0176,1064.22,USD
TXN_01592,2026-01-04 08:31:00,Bank_A,ACC_0522,Bank_A,ACC_0818,805.37,USD
TXN_01593,2026-01-27 02:33:00,Bank_C,ACC_0857,Bank_B,ACC_0032,4974.28,USD
TXN_01594,2026-01-12 19:11:00,Bank_A,ACC_0389,Bank_B,ACC_0487,1194.84,USD
TXN_01595,2026-01-18 03:04:00,Bank_A,ACC_0885,Bank_D,ACC_0329,2430.63,USD
TXN_01596,2026-01-11 00:29:00,Bank_A,ACC_0180,Bank_D,ACC_0609,9293.54,USD
TXN_01597,2026-01-21 08:27:00,Offshore_Bank_X,ACC_0902,Bank_B,ACC_0402,3059.97,USD
TXN_01598,2026-01-10 04:37:00,Bank_D,ACC_0516,Bank_D,ACC_0695,2774.28,USD
TXN_01599,2026-01-06 09:23:00,Bank_B,ACC_0913,Offshore_Bank_X,ACC_0902,249.56,USD
TXN_01600,2026-01-04 03:30:00,Bank_A,ACC_0105,Bank_C,ACC_0223,4795.61,USD
TXN_01601,2026-01-29 14:05:00,Bank_A,ACC_0089,Bank_D,ACC_0214,1865.49,USD
TXN_01602,2026-01-28 15:23:00,Bank_A,ACC_0062,Bank_D,ACC_0084,1300.12,USD
TXN_01603,2026-01-10 19:57:00,Bank_C,ACC_0251,Offshore_Bank_X,ACC_0202,1943.71,USD
TXN_01604,2026-01-15 20:15:00,Bank_C,ACC_0313,Offshore_Bank_X,ACC_0933,3813.2,USD
TXN_01605,2026-01-01 01:47:00,Bank_B,ACC_0607,Offshore_Bank_X,ACC_0547,4093.95,USD
TXN_01606,2026-01-31 04:55:00,Bank_A,ACC_0093,Bank_B,ACC_0327,4834.23,USD
TXN_01607,2026-01-16 16:06:00,Offshore_Bank_X,ACC_0550,Bank_D,ACC_0605,4231.74,USD
TXN_01608,2026-01-03 11:39:00,Bank_D,ACC_0738,Offshore_Bank_X,ACC_0208,595.6,USD
TXN_01609,2026-01-07 13:09:00,Offshore_Bank_X,ACC_0406,Bank_C,ACC_0728,3561.48,USD
TXN_01610,2026-01-29 03:11:00,Bank_A,ACC_0870,Bank_D,ACC_0841,2954.81,USD
TXN_01611,2026-01-01 22:59:00,Bank_C,ACC_0624,Bank_C,ACC_0420,108.55,USD
TXN_01612,2026-01-15 23:43:00,Offshore_Bank_X,ACC_0658,Bank_D,ACC_0434,872.75,USD
TXN_01613,2026-01-20 09:18:00,Bank_B,ACC_0662,Bank_A,ACC_0049,4401.54,USD
TXN_01614,2026-01-15 18:57:00,Bank_A,ACC_0322,Bank_D,ACC_0736,4466.76,USD
TXN_01615,2026-01-25 13:08:00,Bank_C,ACC_0071,Bank_D,ACC_0515,9727.4,USD
TXN_01616,2026-01-03 12:12:00,Bank_B,ACC_0402,Bank_C,ACC_0317,642.84,USD
TXN_01617,2026-01-08 22:54:00,Bank_A,ACC_0532,Bank_A,ACC_0313,143.26,USD
TXN_01618,2026-01-25 14:01:00,Offshore_Bank_X,ACC_0959,Bank_D,ACC_0817,2932.42,USD
TXN_01619,2026-01-10 22:29:00,Offshore_Bank_X,ACC_0791,Bank_C,ACC_0231,1342.88,USD
TXN_01620,2026-01-12 08:17:00,Bank_D,ACC_0608,Offshore_Bank_X,ACC_0205,2169.84,USD
TXN_01621,2026-01-26 05:04:00,Offshore_Bank_X,ACC_0960,Offshore_Bank_X,ACC_0095,4313.44,USD
TXN_01622,2026-01-15 17:55:00,Bank_D,ACC_0820,Bank_A,ACC_0596,2299.8,USD
TXN_01623,2026-01-03 20:33:00,Bank_D,ACC_0344,Offshore_Bank_X,ACC_0244,623.77,USD
TXN_01624,2026-01-23 13:55:00,Bank_D,ACC_0309,Bank_D,ACC_0202,55.47,USD
TXN_01625,2026-01-11 22:21:00,Bank_C,ACC_0080,Bank_D,ACC_0873,4771.53,USD
TXN_01626,2026-01-02 08:09:00,Offshore_Bank_X,ACC_0123,Bank_C,ACC_0365,9191.15,USD
TXN_01627,2026-01-02 21:48:00,Bank_B,ACC_0772,Bank_D,ACC_0199,3637.59,USD
TXN_01628,2026-01-19 13:40:00,Offshore_Bank_X,ACC_0807,Bank_A,ACC_0089,973.78,USD
TXN_01629,2026-01-23 06:05:00,Bank_B,ACC_0956,Offshore_Bank_X,ACC_0353,3028.76,USD
TXN_01630,2026-01-02 09:28:00,Offshore_Bank_X,ACC_0728,Bank_D,ACC_0495,1627.85,USD
TXN_01631,2026-01-19 07:46:00,Bank_A,ACC_0541,Bank_C,ACC_0907,873.39,USD
TXN_01632,2026-01-01 05:49:00,Offshore_Bank_X,ACC_0535,Bank_C,ACC_0589,2382.59,USD
TXN_01633,2026-01-08 04:17:00,Bank_B,ACC_0195,Bank_B,ACC_0705,2474.57,USD
TXN_01634,2026-01-26 03:14:00,Bank_D,ACC_0776,Bank_A,ACC_0749,3046.84,USD
TXN_01635,2026-01-07 12:12:00,Bank_D,ACC_0635,Bank_B,ACC_0613,2058.14,USD
TXN_01636,2026-01-17 12:21:00,Bank_D,ACC_0374,Bank_B,ACC_0644,1453.43,USD
TXN_01637,2026-01-04 13:52:00,Offshore_Bank_X,ACC_0012,Bank_C,ACC_0635,4106.12,USD
TXN_01638,2026-01-24 10:58:00,Bank_C,ACC_0232,Offshore_Bank_X,ACC_0456,4748.67,USD
TXN_01639,2026-01-17 18:16:00,Bank_A,ACC_0060,Bank_B,ACC_0818,4039.34,USD
TXN_01640,2026-01-17 23:11:00,Bank_D,ACC_0280,Bank_B,ACC_0984,1284.6,USD
TXN_01641,2026-01-15 11:52:00,Bank_A,ACC_0286,Bank_A,ACC_0094,2038.88,USD
TXN_01642,2026-01-14 05:40:00,Bank_B,ACC_0848,Bank_A,ACC_0312,2658.96,USD
TXN_01643,2026-01-15 15:12:00,Bank_B,ACC_0990,Bank_D,ACC_0376,1425.03,USD
TXN_01644,2026-01-15 14:27:00,Bank_B,ACC_0961,Bank_A,ACC_0297,4447.91,USD
TXN_01645,2026-01-13 02:00:00,Offshore_Bank_X,ACC_0251,Offshore_Bank_X,ACC_0731,3624.57,USD
TXN_01646,2026-01-16 12:10:00,Offshore_Bank_X,ACC_0640,Bank_D,ACC_0842,2591.98,USD
TXN_01647,2026-01-09 06:19:00,Bank_A,ACC_0491,Bank_C,ACC_0796,1346.42,USD
TXN_01648,2026-01-30 19:23:00,Bank_A,ACC_0418,Bank_C,ACC_0885,2898.27,USD
TXN_01649,2026-01-30 07:48:00,Bank_B,ACC_0357,Bank_A,ACC_0486,1138.34,USD
TXN_01650,2026-01-23 01:22:00,Offshore_Bank_X,ACC_0519,Bank_A,ACC_0530,98.1,USD
TXN_01651,2026-01-14 00:56:00,Offshore_Bank_X,ACC_0666,Offshore_Bank_X,ACC_0029,1475.98,USD
TXN_01652,2026-01-16 00:52:00,Bank_D,ACC_0954,Bank_C,ACC_0855,3182.65,USD
TXN_01653,2026-01-10 07:26:00,Offshore_Bank_X,ACC_0410,Bank_A,ACC_0223,4104.13,USD
TXN_01654,2026-01-05 09:09:00,Bank_B,ACC_0163,Bank_D,ACC_0308,3962.78,USD
TXN_01655,2026-01-26 01:42:00,Bank_A,ACC_0116,Bank_B,ACC_0452,1245.54,USD
TXN_01656,2026-01-20 20:05:00,Bank_C,ACC_0386,Offshore_Bank_X,ACC_0074,9413.71,USD
TXN_01657,2026-01-28 22:10:00,Offshore_Bank_X,ACC_0236,Bank_C,ACC_0024,923.43,USD
TXN_01658,2026-01-01 13:27:00,Bank_D,ACC_0678,Bank_A,ACC_0080,927.35,USD
TXN_01659,2026-01-16 11:28:00,Bank_A,ACC_0109,Bank_A,ACC_0259,1284.88,USD
TXN_01660,2026-01-03 04:08:00,Offshore_Bank_X,ACC_0708,Bank_A,ACC_0338,3023.74,USD
TXN_01661,2026-01-04 22:09:00,Bank_C,ACC_0036,Bank_C,ACC_0758,3531.63,USD
TXN_01662,2026-01-16 15:29:00,Offshore_Bank_X,ACC_0845,Bank_C,ACC_0257,4342.5,USD
TXN_01663,2026-01-20 22:04:00,Offshore_Bank_X,ACC_0448,Bank_C,ACC_0967,3838.83,USD
TXN_01664,2026-01-09 15:27:00,Bank_A,ACC_0034,Bank_D,ACC_0382,2231.3,USD
TXN_01665,2026-01-15 14:43:00,Bank_C,ACC_0141,Bank_D,ACC_0429,887.21,USD
TXN_01666,2026-01-08 04:12:00,Bank_A,ACC_0891,Bank_C,ACC_0040,1756.53,USD
TXN_01667,2026-01-25 13:10:00,Offshore_Bank_X,ACC_0807,Bank_A,ACC_0224,3821.66,USD
TXN_01668,2026-01-14 04:21:00,Bank_C,ACC_0317,Offshore_Bank_X,ACC_0336,3093.2,USD
TXN_01669,2026-01-06 21:33:00,Bank_C,ACC_0719,Bank_D,ACC_0224,2143.75,USD
TXN_01670,2026-01-03 00:31:00,Bank_B,ACC_0549,Bank_B,ACC_0898,4951.6,USD
TXN_01671,2026-01-02 12:14:00,Offshore_Bank_X,ACC_0535,Bank_B,ACC_0828,9822.87,USD
TXN_01672,2026-01-07 21:58:00,Bank_C,ACC_0163,Bank_C,ACC_0376,354.15,USD
TXN_01673,2026-01-20 02:03:00,Bank_B,ACC_0002,Bank_B,ACC_0815,2502.09,USD
TXN_01674,2026-01-22 21:05:00,Bank_A,ACC_0818,Bank_D,ACC_0834,2426.57,USD
TXN_01675,2026-01-07 03:25:00,Bank_D,ACC_0789,Bank_B,ACC_0751,2419.24,USD
TXN_01676,2026-01-12 08:16:00,Offshore_Bank_X,ACC_0210,Bank_B,ACC_0670,3612.23,USD
TXN_01677,2026-01-05 13:24:00,Bank_B,ACC_0865,Bank_A,ACC_0127,1772.65,USD
TXN_01678,2026-01-03 04:33:00,Bank_C,ACC_0268,Offshore_Bank_X,ACC_0736,2400.37,USD
TXN_01679,2026-01-27 15:14:00,Bank_A,ACC_0218,Bank_A,ACC_0592,4435.25,USD
TXN_01680,2026-01-16 17:28:00,Bank_B,ACC_0840,Bank_C,ACC_0632,3683.98,USD
TXN_01681,2026-01-13 12:38:00,Bank_C,ACC_0833,Offshore_Bank_X,ACC_0441,80460.48,USD
TXN_01682,2026-01-20 16:16:00,Bank_A,ACC_0644,Bank_C,ACC_0701,2115.14,USD
TXN_01683,2026-01-20 11:12:00,Bank_A,ACC_0840,Bank_B,ACC_0775,4435.67,USD
TXN_01684,2026-01-18 20:29:00,Bank_C,ACC_0286,Offshore_Bank_X,ACC_0117,1868.02,USD
TXN_01685,2026-01-18 22:56:00,Bank_A,ACC_0235,Bank_A,ACC_0445,272.96,USD
TXN_01686,2026-01-29 09:38:00,Bank_C,ACC_0280,Offshore_Bank_X,ACC_0546,2019.28,USD
TXN_01687,2026-01-12 01:07:00,Bank_A,ACC_0412,Offshore_Bank_X,ACC_0458,202.45,USD
TXN_01688,2026-01-19 02:08:00,Bank_A,ACC_0011,Bank_B,ACC_0038,2716.58,USD
